citations,specificity,title,author,year,isbn,in_seed_index,weighted,score,key
29,0.95,Elements of Information Theory,Cover,2006,978-0-471-24195-9,True,0.039605167357,0.03760990547658868,isbn:9780471241959
29,0.936,"Information Theory, Inference and Learning Algorithms",MacKay,2003,978-0-521-64298-9,True,0.031911933691999995,0.0298591127674389,isbn:9780521642989
35,0.89,The Princeton Companion to Mathematics,Archibald,2008,978-0-691-11880-2,True,0.027496014713999997,0.024461677383916233,isbn:9780691118802
53,0.891,A History of Mathematics,Boyer,1991,978-0-471-54397-8,False,0.027361407755999993,0.02438752269946911,isbn:9780471543978
6,0.985,"A History of Algebraic and Differential Topology, 1900–1960",Dieudonné,1989,978-0-8176-3388-2,False,0.02336990579,0.023014856987341296,isbn:9780817633882
4,0.982,Number Theory: an Approach Through History – from Hammurapi to Legendre,Weil,1984,978-0-8176-3141-3,False,0.02337537299,0.02296450374016284,isbn:9780817631413
30,0.942,Principles of Mathematical Analysis,,1976,978-0-07-054235-8,True,0.017562764722999995,0.016544077841832993,isbn:9780070542358
5,0.942,A Mathematician's Apology,Hardy,1940,978-0-521-42706-7,False,0.017005880850000002,0.01601297889334944,isbn:9780521427067
19,0.96,An Introduction to the Theory of Numbers,Hardy,2000,978-0-19-921986-5,True,0.016440000504000005,0.01577905716847519,isbn:9780199219865
9,0.954,Encyclopedia of Mathematics,Tanton,2005,0-8160-5124-0,False,0.016482284604999998,0.0157291121582134,isbn:0816051240
19,0.947,Numerical Linear Algebra,Trefethen,1997,978-0-89871-361-9,True,0.016595915435000004,0.015710811947891305,isbn:9780898713619
5,0.942,Famous puzzles of great mathematicians,Petković,2009,978-0-8218-4814-2,False,0.016647403288,0.015676259668863258,isbn:9780821848142
13,0.965,Linear Algebra and Matrix Analysis for Statistics,Banerjee,2014,978-1420095388,True,0.016191157507999997,0.015626571235904278,isbn:9781420095388
4,0.981,The Chinese Roots of Linear Algebra,Hart,2011,978-0-8018-9958-4,True,0.01591868024,0.015612205716829653,isbn:9780801899584
12,0.972,CRC Concise Encyclopedia of Mathematics,Weisstein,2003,1-58488-347-2,False,0.015937775828,0.015492891907552127,isbn:1584883472
12,0.967,A History of Mathematics,Boyer,1991,0-471-09763-2,False,0.015836634919,0.01532179885921393,isbn:0471097632
3,0.98,Springer Handbook of Spacetime,Giulini,2014,978-3-642-41991-1,False,0.015541023589,0.015237594134303931,isbn:9783642419911
5,0.973,The nature of mathematical modeling,Gershenfeld,2000,0521570956,False,0.01564548411,0.015222425152973104,isbn:0521570956
42,0.92,Set Theory,Jech,2003,978-3-540-44085-7,False,0.009631697253000001,0.008865336640142949,isbn:9783540440857
25,0.932,Real and Complex Analysis,Rudin,1987,978-0-07-054234-1,True,0.00916375184,0.0085390421991499,isbn:9780070542341
8,0.902,Philosophy of Mathematics,Tiles,2009,978-0-08-093058-9,False,0.009395665446000004,0.008477276330467583,isbn:9780080930589
37,0.888,A Modern Introduction to Probability and Statistics,Dekking,2005,978-1-85233-896-1,True,0.009538542557999997,0.00847389141683891,isbn:9781852338961
6,0.889,Mathematical Thought from Ancient to Modern Times: Volume 1,Kline,1990,978-0-19-506135-2,False,0.0094926594,0.008441106224721575,isbn:9780195061352
15,0.932,Categories for the Working Mathematician,Mac Lane,1998,978-0-387-98403-2,False,0.009003494946000001,0.00838914883923728,isbn:9780387984032
13,0.919,Mathematics Across Cultures: The History of Non-Western Mathematics,Puttaswamy,2000,978-1-4020-0260-1,False,0.00911590911,0.00837562178646562,isbn:9781402002601
13,0.892,Mathematics: From the Birth of Numbers,Gullberg,1997,978-0-393-04002-9,False,0.009346538176000002,0.008336940548486771,isbn:9780393040029
6,0.91,"Adventures in Group Theory: Rubik's Cube, Merlin's Machine, and Other Mathematical Toys",Joyner,2008,9780801890123,False,0.009147712330000002,0.008326447741228067,isbn:9780801890123
13,0.923,Complex analysis,Ahlfors,1979,978-0-07-000657-7,True,0.009017071581,0.008318878645665228,isbn:9780070006577
19,0.919,The Exact Sciences in Antiquity,[[Otto Eduard Neugebauer]],1969,978-0-486-22332-2,False,0.009029659087999995,0.00830226373511559,isbn:9780486223322
24,0.924,Matrix Analysis,Horn,1990,978-0-521-38632-6,False,0.00895323154,0.008270006370206324,isbn:9780521386326
8,0.943,An Introduction to Measure Theory,Tao,2011,9780821869192,False,0.008760536692999999,0.008260400623657602,isbn:9780821869192
11,0.917,Geometry: Euclid and Beyond,Hartshorne,2000,0-387-98650-2,False,0.008981280965,0.00823390907648715,isbn:0387986502
5,0.919,The Moment of Proof: Mathematical Epiphanies,Benson,1999,978-0-19-513919-8,False,0.008942478109,0.008218640299437424,isbn:9780195139198
14,0.938,Mathematical Analysis,Apostol,1974,978-0201002881,True,0.008757781814999999,0.008217698876978574,isbn:9780201002881
3,0.92,The Shaping of Arithmetic after C.F. Gauss's Disquisitiones Arithmeticae,Ferreirós,2007,978-3-540-34720-0,False,0.008917546414000001,0.00820290217324701,isbn:9783540347200
32,0.91,Ordinary Differential Equations and Dynamical Systems,Teschl,2012,978-0-8218-8328-0,False,0.009007505631000001,0.008193071770160591,isbn:9780821883280
10,0.948,Algebra,Mac Lane,1999,978-0-8218-1646-2,True,0.00864380114,0.008191401656200005,isbn:9780821816462
19,0.907,A Concise Introduction to Mathematical Logic,Rautenberg,2010,978-1-4419-1220-6,False,0.009026414407,0.008190146984826169,isbn:9781441912206
5,0.906,A History of Mathematics: From Mesopotamia to Modernity,Hodgkin,2005,978-0-19-152383-0,False,0.009036221379999999,0.008187326937637577,isbn:9780191523830
4,0.906,"The Map and the Territory: Exploring the Foundations of Science, Thought and Reality",Stewart,2018,978-3-319-72478-2,False,0.00904037287,0.008186155578152936,isbn:9783319724782
13,0.906,Philosophy of Pseudoscience: Reconsidering the Demarcation Problem,Pigliucci,2013,978-0-226-05182-6,False,0.009033115147000004,0.008181275472799046,isbn:9780226051826
5,0.905,African fractals : modern computing and indigenous design,Eglash,1999,0813526140,False,0.009035361719,0.008180955903740529,isbn:0813526140
3,0.92,Wolf Prize in Mathematics,Chern,2000,978-981-02-3945-9,False,0.00887640511,0.008170420418525367,isbn:9789810239459
4,0.904,Dictionary of Scientific Quotations,Mackay,1991,978-0-7503-0106-0,False,0.009034853067000002,0.008170051961926276,isbn:9780750301060
11,0.939,A (Terse) Introduction to Linear Algebra,Katznelson,2008,978-0-8218-4419-9,True,0.008694340529999999,0.00816822318745956,isbn:9780821844199
13,0.945,A shorter model theory,Hodges,1997,9780521587136,False,0.008636738551000002,0.008164898133938017,isbn:9780521587136
4,0.918,Number Theory,Weil,1983,0-8176-3141-0,True,0.008882930859999999,0.008158712407315041,isbn:0817631410
13,0.973,Category theory,Awodey,2010,978-0199237180,False,0.008379950729999999,0.008155477515701972,isbn:9780199237180
5,0.922,What is Mathematics? An Elementary Approach to Ideas and Methods,Courant,18 July 1996,978-0-19-510519-3,False,0.008848585722000002,0.008154982950014827,isbn:9780195105193
5,0.897,Out of their minds: the lives and discoveries of 15 great computer scientists,Shasha,1998,978-0-387-98269-4,False,0.009084733563,0.008151584952485198,isbn:9780387982694
4,0.915,Studies in Indian Mathematics and Astronomy: Selected Articles of Kripa Shankar Shukla,Datta,2019,978-981-13-7325-1,False,0.00889539012,0.00814186308463975,isbn:9789811373251
13,0.946,Finite-Dimensional Vector Spaces,Halmos,1974,0-387-90093-4,False,0.0085952527,0.008131196616751577,isbn:0387900934
12,0.944,Functional Analysis,Rudin,1991,978-0-07-054236-5,False,0.008599080536999999,0.008119092101738662,isbn:9780070542365
3,0.923,Fundamentals of Number Theory,LeVeque,1977,0-201-04287-8,False,0.008789281818,0.008112334011830261,isbn:0201042878
3,0.923,Handbook on the History of Mathematics Education,Bernard,2014,978-1-4614-9154-5,False,0.008778276665000001,0.008101034264868271,isbn:9781461491545
3,0.922,"The Best Writing on Mathematics, 2016",Silver,2017,978-0-691-17529-4,False,0.008781567078000001,0.008097859868479431,isbn:9780691175294
3,0.893,Mathematical Enculturation: A Cultural Perspective on Mathematics Education,Bishop,1991,978-0-7923-1270-3,False,0.00906419783,0.00809721507466598,isbn:9780792312703
15,0.967,History of Topology,Katz,1999,9780444823755,False,0.008367492888,0.008088038258434394,isbn:9780444823755
6,0.974,A History of Abstract Algebra,Kleiner,2007,978-0-8176-4685-1,True,0.008298615998,0.008086416323260641,isbn:9780817646851
5,0.94,Calculus: Early Transcendentals,Zill,2009,978-0-7637-5995-7,True,0.008596458699999998,0.008083673612677032,isbn:9780763759957
6,0.928,Mathematical Thought From Ancient to Modern Times,Kline,1990,978-0-19-506137-6,False,0.008693262319999997,0.008067512246246498,isbn:9780195061376
3,0.916,Oxford Dictionary of Word Origins,Cresswell,2021,978-0-19-886875-0,False,0.008784664772,0.008046567753471668,isbn:9780198868750
12,0.944,Fundamentals of mathematical logic,Hinman,2005,1-56881-262-0,False,0.008521820070000002,0.00804380970618797,isbn:1568812620
12,0.892,"A History of Greek Mathematics, Volume I",Heath,1981,978-0-486-24073-2,False,0.009015141283000003,0.008042771925528274,isbn:9780486240732
12,0.974,The Knot Book: An Elementary Introduction to the Mathematical Theory of Knots,Adams,2004,978-0-8218-3678-1,False,0.008249064868,0.008033710763881126,isbn:9780821836781
6,0.967,Handbook of categorical algebra,Borceux,1994,9780521441780,False,0.008295513221999999,0.008022445530546431,isbn:9780521441780
11,0.935,Handbook of Mathematical Logic,Barwise,1977,978-0-444-86388-1,False,0.008577538028,0.008017475956078109,isbn:9780444863881
8,0.952,Set theory and the continuum hypothesis,Cohen,2008,978-0-486-46921-8,False,0.00841646584,0.008015055448486455,isbn:9780486469218
22,0.978,Higher Topos Theory,Lurie,2009,978-0-691-14049-0,False,0.008178794851999995,0.008002640821341445,isbn:9780691140490
